Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6056,CA-2016-138233,11/9/2016,11/14/2016,Standard Class,Consumer,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0,177.5889
6057,CA-2016-105494,11/10/2016,11/12/2016,First Class,Corporate,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.0714
6058,CA-2016-105494,11/10/2016,11/12/2016,First Class,Corporate,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
6059,CA-2016-163384,11/10/2016,11/12/2016,First Class,Home Office,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,4.4604
6060,CA-2016-163384,11/10/2016,11/12/2016,First Class,Home Office,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0,15.552
6061,CA-2016-137736,11/10/2016,11/15/2016,Standard Class,Consumer,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0,10.465
6062,CA-2016-115588,11/10/2016,11/12/2016,Second Class,Consumer,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,5,0.2,-3.312
6063,CA-2016-115588,11/10/2016,11/12/2016,Second Class,Consumer,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3,0.2,-2.436
6064,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216,4,0.2,3.3408
6065,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958,7,0.4,-9.7902
6066,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684
6067,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,3,0.2,7.5087
6068,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,4,0.2,29.302
6069,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,7,0.2,29.6576
6070,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762
6071,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7,0.2,-29.0745
6072,CA-2016-145177,11/10/2016,11/14/2016,Standard Class,Home Office,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,7,0.7,-46.592
6073,US-2016-144547,11/10/2016,11/14/2016,Standard Class,Consumer,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,279.944,7,0.2,48.9902
6074,CA-2016-119935,11/10/2016,11/14/2016,Standard Class,Corporate,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0,17.158
6075,CA-2016-119935,11/10/2016,11/14/2016,Standard Class,Corporate,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0,39.3408
6076,CA-2016-125164,11/10/2016,11/14/2016,Standard Class,Corporate,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,1,0.2,7.3834
6077,CA-2016-125164,11/10/2016,11/14/2016,Standard Class,Corporate,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
6078,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3,0,32.5008
6079,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,0,38.976
6080,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,0,191.6586
6081,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,61.4,5,0,28.858
6082,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,0,187.3976
6083,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3,0.2,1.8144
6084,CA-2016-158694,11/10/2016,11/13/2016,Second Class,Consumer,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5,0,3.969
6085,CA-2016-162348,11/10/2016,11/15/2016,Standard Class,Home Office,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1,0,2.7944
6086,CA-2016-152940,11/10/2016,11/13/2016,First Class,Consumer,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,29.74,1,0,4.461
6087,US-2016-136581,11/10/2016,11/12/2016,First Class,Consumer,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,31.104,6,0.2,10.8864
6088,CA-2016-140935,11/10/2016,11/12/2016,First Class,Consumer,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0,62.1544
6089,CA-2016-140935,11/10/2016,11/12/2016,First Class,Consumer,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0,54.7136
6090,CA-2016-127761,11/10/2016,11/14/2016,Standard Class,Consumer,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,1.365
6091,CA-2016-127761,11/10/2016,11/14/2016,Standard Class,Consumer,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,881.93,7,0,220.4825
6092,CA-2016-124667,11/11/2016,11/16/2016,Standard Class,Consumer,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,0,14.9925
6093,CA-2016-124667,11/11/2016,11/16/2016,Standard Class,Consumer,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0,20.84
6094,CA-2016-124506,11/11/2016,11/17/2016,Standard Class,Corporate,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,0.2,1.1996
6095,CA-2016-124506,11/11/2016,11/17/2016,Standard Class,Corporate,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
6096,CA-2016-139878,11/11/2016,11/16/2016,Standard Class,Consumer,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,0,74.8142
6097,CA-2016-130799,11/11/2016,11/16/2016,Second Class,Consumer,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0,2.2272
6098,CA-2016-131968,11/11/2016,11/15/2016,Standard Class,Home Office,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2,0.7,-6.9216
6099,CA-2016-131968,11/11/2016,11/15/2016,Standard Class,Home Office,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,3,0.2,50.3658
6100,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,28.14,3,0,7.8792
6101,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.48
6102,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,0,25.0938
6103,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646,3,0.1,8.1882
6104,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,0.2,17.19
6105,CA-2016-145548,11/11/2016,11/16/2016,Standard Class,Corporate,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,0.2,11.4504
6106,CA-2016-116722,11/11/2016,11/16/2016,Standard Class,Consumer,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
6107,CA-2016-116722,11/11/2016,11/16/2016,Standard Class,Consumer,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0
6108,CA-2016-116722,11/11/2016,11/16/2016,Standard Class,Consumer,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,31.504,11,0.2,11.0264
6109,US-2016-164196,11/11/2016,11/17/2016,Standard Class,Corporate,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0,241.1046
6110,CA-2016-103128,11/11/2016,11/15/2016,Standard Class,Consumer,OFF-AR-10003394,Office Supplies,Art,Newell 332,14.112,6,0.2,1.2348
6111,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.598
6112,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,0.7,-3.3488
6113,CA-2016-134348,11/12/2016,11/19/2016,Standard Class,Consumer,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999
6114,CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0,129.384
6115,CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,10.5504
6116,CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0,8.991
6117,CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0,5.5566
6118,CA-2016-152170,11/12/2016,11/15/2016,Second Class,Corporate,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0,8.69
6119,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Consumer,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,7,0.3,-21.0686
6120,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Consumer,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2,0.2,33.0288
6121,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Consumer,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,0.2,5.4444
6122,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Consumer,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,9,0.3,0
6123,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Consumer,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2,0.3,-12.8392
6124,CA-2016-164399,11/12/2016,11/15/2016,First Class,Home Office,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3,0.2,25.497
6125,CA-2016-164399,11/12/2016,11/15/2016,First Class,Home Office,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.352,3,0.2,-8.4294
6126,CA-2016-149349,11/12/2016,11/13/2016,First Class,Corporate,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.752,6,0.6,-8.532
6127,CA-2016-155488,11/13/2016,11/17/2016,Standard Class,Home Office,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0,11.4452
6128,CA-2016-121958,11/13/2016,11/17/2016,Standard Class,Consumer,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653
6129,CA-2016-149461,11/13/2016,11/19/2016,Standard Class,Home Office,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5048
6130,CA-2016-118570,11/13/2016,11/17/2016,Standard Class,Home Office,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828
6131,US-2016-162103,11/13/2016,11/17/2016,Standard Class,Home Office,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,0.8,-4.704
6132,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,Corporate,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0,20.163
6133,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,Corporate,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2,0,6.9664
6134,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,Corporate,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,0,39.41
6135,CA-2016-101336,11/13/2016,11/18/2016,Standard Class,Corporate,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901
6136,CA-2016-128972,11/13/2016,11/17/2016,Standard Class,Corporate,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,13.0548
6137,US-2016-113677,11/13/2016,11/19/2016,Standard Class,Home Office,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,2279.96,4,0,592.7896
6138,US-2016-113677,11/13/2016,11/19/2016,Standard Class,Home Office,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3,0,6.8724
6139,CA-2016-147683,11/13/2016,11/17/2016,Standard Class,Home Office,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54,2,0,7.2298
6140,CA-2016-131065,11/14/2016,11/16/2016,Second Class,Consumer,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0,114.9954
6141,CA-2016-131065,11/14/2016,11/16/2016,Second Class,Consumer,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0,2.376
6142,CA-2016-131065,11/14/2016,11/16/2016,Second Class,Consumer,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822
6143,CA-2016-149482,11/14/2016,11/19/2016,Standard Class,Consumer,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0,3.4686
6144,CA-2016-134691,11/14/2016,11/18/2016,Standard Class,Consumer,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032
6145,CA-2016-118759,11/14/2016,11/17/2016,First Class,Consumer,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344
6146,CA-2016-118759,11/14/2016,11/17/2016,First Class,Consumer,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,0,10.5144
6147,CA-2016-121370,11/14/2016,11/19/2016,Second Class,Consumer,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,380.058,3,0.3,-21.7176
6148,CA-2016-121370,11/14/2016,11/19/2016,Second Class,Consumer,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,4,0.4,179.9964
6149,CA-2016-121370,11/14/2016,11/19/2016,Second Class,Consumer,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3,0.2,9.7152
6150,US-2016-112970,11/14/2016,11/15/2016,First Class,Consumer,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,0,2.8536
6151,US-2016-117541,11/14/2016,11/20/2016,Standard Class,Consumer,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45,5,0,7.567
6152,US-2016-117541,11/14/2016,11/20/2016,Standard Class,Consumer,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,0,6.5736
6153,US-2016-144351,11/14/2016,11/18/2016,Standard Class,Consumer,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97,3,0,25.1916
6154,CA-2016-166618,11/14/2016,11/18/2016,Standard Class,Consumer,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2,0,3.9144
6155,CA-2016-166618,11/14/2016,11/18/2016,Standard Class,Consumer,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,0,6.149
6156,CA-2016-105963,11/15/2016,11/22/2016,Standard Class,Corporate,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
6157,CA-2016-146633,11/15/2016,11/17/2016,Second Class,Consumer,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297
6158,CA-2016-146633,11/15/2016,11/17/2016,Second Class,Consumer,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.2,13.3476
6159,CA-2016-148740,11/15/2016,11/19/2016,Standard Class,Corporate,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032
6160,CA-2016-130820,11/15/2016,11/15/2016,Same Day,Corporate,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.5076
6161,CA-2016-154508,11/16/2016,11/20/2016,Standard Class,Consumer,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.348
6162,CA-2016-124527,11/16/2016,11/17/2016,First Class,Consumer,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,8.32,5,0.2,2.808
6163,CA-2016-150658,11/17/2016,11/22/2016,Standard Class,Consumer,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.3675
6164,CA-2016-134110,11/17/2016,11/18/2016,First Class,Consumer,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,67.176,3,0.2,6.7176
6165,CA-2016-134110,11/17/2016,11/18/2016,First Class,Consumer,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216
6166,CA-2016-118500,11/17/2016,11/18/2016,First Class,Home Office,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5,0,13.365
6167,CA-2016-136812,11/18/2016,11/23/2016,Standard Class,Home Office,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
6168,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,Home Office,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,6.368,2,0.2,1.0348
6169,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,Home Office,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2,0.2,15.8756
6170,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,Home Office,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648,2,0.2,6.6312
6171,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,Home Office,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108,6,0.3,-18.222
6172,CA-2016-158575,11/18/2016,11/24/2016,Standard Class,Corporate,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6,0.2,16.8948
6173,CA-2016-166226,11/18/2016,11/22/2016,Standard Class,Home Office,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1,0.2,6.1192
6174,CA-2016-166226,11/18/2016,11/22/2016,Standard Class,Home Office,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168
6175,CA-2016-115378,11/18/2016,11/23/2016,Second Class,Consumer,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
6176,US-2016-138408,11/18/2016,11/21/2016,Second Class,Corporate,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0,527.984
6177,CA-2016-103464,11/18/2016,11/22/2016,Standard Class,Consumer,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595,5,0,95.2
6178,CA-2016-108630,11/18/2016,11/18/2016,Same Day,Consumer,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.12,5,0.2,22.156
6179,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644
6180,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
6181,CA-2016-164511,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0,18.522
6182,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644
6183,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566
6184,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248
6185,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,12,0.2,21.888
6186,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
6187,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
6188,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288
6189,US-2016-110156,11/19/2016,11/24/2016,Standard Class,Consumer,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
6190,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,Home Office,OFF-AR-10003770,Office Supplies,Art,Newell 340,17.28,6,0,5.0112
6191,CA-2016-113138,11/19/2016,11/25/2016,Standard Class,Home Office,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206
6192,CA-2016-111143,11/19/2016,11/22/2016,First Class,Corporate,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,0,15.9384
6193,CA-2016-157364,11/19/2016,11/21/2016,First Class,Consumer,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,0.2,6.006
6194,CA-2016-130778,11/19/2016,11/25/2016,Standard Class,Consumer,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,8.74,2,0,2.2724
6195,CA-2016-130778,11/19/2016,11/25/2016,Standard Class,Consumer,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0,20.585
6196,CA-2016-126858,11/19/2016,11/23/2016,Standard Class,Corporate,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0,1.598
6197,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,Consumer,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714
6198,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,Consumer,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325
6199,CA-2016-110772,11/20/2016,11/24/2016,Second Class,Home Office,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836
6200,CA-2016-110772,11/20/2016,11/24/2016,Second Class,Home Office,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424
6201,CA-2016-110772,11/20/2016,11/24/2016,Second Class,Home Office,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966
6202,CA-2016-110772,11/20/2016,11/24/2016,Second Class,Home Office,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
6203,CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012
6204,CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,0.7,-1.9272
6205,CA-2016-109820,11/20/2016,11/22/2016,First Class,Consumer,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798
6206,US-2016-127971,11/20/2016,11/27/2016,Standard Class,Corporate,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333
6207,US-2016-127971,11/20/2016,11/27/2016,Standard Class,Corporate,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095
